UNIX,Hour,Minute,Temp1,Temp2,Temp3,Temp4,Temp5,Temp6,Temp7,Temp8,Temp9,Temp10,Temp11,Temp12,Temp13,Temp14,Temp15,Temp16,Temp17
1630648592,5,56,16.31,34.56,34.25,11.31,33.88,28.00,33.13,34.50,11.63,24.69,30.00,33.88,35.00,31.69,35.19,35.19,33.44
1630648650,5,57,16.31,33.88,34.56,11.31,33.88,28.00,33.31,34.63,11.63,24.75,30.00,33.94,34.94,31.50,35.19,35.06,33.50
1630648708,5,58,16.25,33.88,34.44,11.25,33.88,27.94,33.56,34.63,11.63,24.87,30.00,33.81,34.88,31.37,35.25,35.06,33.63
1630648766,5,59,16.31,34.00,34.44,11.25,33.94,28.00,33.69,34.44,11.63,24.81,30.00,33.88,34.94,31.44,35.19,35.13,33.75
1630648824,6,0,16.31,34.25,34.56,11.25,33.94,28.19,33.81,33.44,11.56,24.69,30.00,33.94,34.94,31.31,35.19,35.13,33.75
1630648882,6,1,16.31,34.38,34.56,11.25,33.81,28.31,33.88,34.00,11.56,24.62,30.00,33.88,34.88,31.37,35.25,35.06,33.75
1630648939,6,2,16.31,33.50,34.44,11.25,33.81,28.25,33.81,34.44,11.56,24.56,30.00,33.75,34.81,31.56,35.19,34.94,33.63
1630648997,6,3,16.31,33.31,34.38,11.25,33.81,28.25,33.88,34.31,11.56,24.44,30.00,33.75,34.75,31.37,35.19,34.81,33.69
1630649055,6,4,16.37,33.75,34.63,11.25,33.81,28.25,33.69,34.56,11.63,24.50,30.00,33.75,34.81,31.50,35.25,35.00,33.75
1630649113,6,5,16.37,34.31,34.69,11.25,33.75,28.25,33.75,34.81,11.63,24.50,30.00,33.88,34.94,31.50,35.19,34.94,33.75
1630649171,6,6,16.37,34.00,34.69,11.19,33.75,28.19,33.75,34.75,11.56,24.50,30.00,33.94,34.94,31.31,35.13,34.88,33.81
1630649228,6,7,16.37,33.44,34.50,11.19,33.81,28.19,33.56,34.44,11.63,24.50,29.50,33.88,34.88,31.12,35.13,34.94,33.75
1630649286,6,8,16.31,33.94,34.44,11.19,33.75,28.19,33.50,34.56,11.56,24.50,29.50,33.69,34.94,31.25,35.00,35.06,33.75
1630649344,6,9,16.37,33.94,34.31,11.19,33.81,28.25,33.75,34.63,11.56,24.56,29.50,33.63,34.88,31.37,35.06,35.06,33.75
1630649402,6,10,16.31,34.38,34.19,11.19,33.81,28.19,34.00,34.63,11.56,24.62,29.50,33.50,34.88,31.44,35.13,35.13,33.75
1630649460,6,11,16.31,34.25,34.50,11.19,33.88,28.19,33.94,34.63,11.56,24.62,29.50,33.56,34.94,31.19,35.06,35.06,33.69
1630649558,6,12,16.31,34.31,34.06,11.19,33.81,28.31,33.63,34.69,11.56,24.56,29.50,33.69,34.94,31.12,35.13,35.00,33.63
1630649615,6,13,16.37,34.56,34.38,11.19,33.81,28.31,33.81,34.69,11.56,24.62,29.50,33.69,34.94,31.12,35.06,34.94,33.69
1630649673,6,14,16.37,33.63,34.56,11.19,33.88,28.19,33.88,34.56,11.56,24.75,29.50,33.63,34.94,31.19,35.00,35.00,33.69
1630649731,6,15,16.31,34.00,34.56,11.19,33.81,28.19,33.81,34.56,11.56,24.69,29.50,33.69,34.94,31.06,35.13,35.06,33.69
1630649789,6,16,16.37,34.44,34.56,11.19,33.75,28.25,33.88,34.50,11.56,24.69,29.50,33.69,34.94,31.31,35.13,35.13,33.69
1630649847,6,17,16.31,34.13,34.56,11.19,33.81,28.00,33.69,34.50,11.50,24.62,29.50,33.69,34.94,31.25,35.25,35.25,33.75
1630649905,6,18,16.31,34.31,34.50,11.19,33.88,27.94,33.63,34.44,11.50,24.69,29.50,33.56,34.81,31.00,35.25,35.25,33.69
1630649962,6,19,16.37,34.56,34.50,11.19,33.88,27.94,33.44,34.56,11.50,24.62,30.00,33.56,34.75,30.87,35.19,35.31,33.69
1630650020,6,20,16.31,34.44,34.56,11.19,33.81,27.94,33.75,34.63,11.50,24.62,30.00,33.56,34.88,31.25,35.19,35.25,33.63
1630650078,6,21,16.31,34.50,34.75,11.19,33.56,28.06,33.63,34.63,11.50,24.69,30.00,33.63,34.81,31.37,35.19,35.19,33.63
1630650136,6,22,16.25,34.69,34.63,11.19,33.56,28.19,33.50,34.75,11.50,24.69,30.00,33.69,34.81,31.00,35.19,35.31,33.69
1630650194,6,23,16.31,34.63,34.56,11.13,33.63,28.19,33.69,34.63,11.50,24.69,29.50,33.75,34.75,31.00,35.19,35.38,33.75
1630650251,6,24,16.31,34.69,34.69,11.13,33.63,28.25,33.75,34.69,11.50,24.69,29.50,33.75,34.69,31.19,35.13,35.31,33.69
1630650309,6,25,16.25,34.75,34.81,11.13,33.69,28.25,33.88,34.69,11.50,24.69,29.50,33.69,34.81,31.12,35.19,35.06,33.75
1630650367,6,26,16.25,34.31,34.69,11.13,33.81,28.25,33.88,34.56,11.50,24.69,29.50,33.63,34.63,31.06,35.19,35.00,33.69
1630650425,6,27,16.31,34.38,34.69,11.19,33.81,28.19,34.06,34.56,11.50,24.69,29.50,33.50,34.81,31.19,35.25,34.94,33.63
1630650483,6,28,16.25,34.31,34.63,11.19,33.81,28.19,33.75,34.63,11.50,24.75,29.50,33.44,34.75,31.19,35.19,34.94,33.50
1630650541,6,29,16.25,34.31,34.63,11.19,33.88,28.31,33.69,34.56,11.50,24.62,29.50,33.44,34.81,31.25,35.25,35.06,33.50
1630650638,6,30,16.25,34.56,34.63,11.13,33.81,28.25,33.56,34.38,11.50,24.50,30.00,33.63,35.00,31.12,35.19,35.19,33.50
1630650696,6,31,16.25,34.44,34.38,11.13,33.75,28.44,33.63,34.38,11.50,24.50,30.00,33.56,34.94,30.81,35.19,35.00,33.44
1630650754,6,32,16.19,34.38,33.94,11.13,33.81,28.44,33.69,34.50,11.50,24.62,30.00,33.63,34.88,30.94,35.19,35.06,33.44
1630650812,6,33,16.25,33.94,34.00,11.13,33.81,28.37,33.63,34.50,11.50,24.56,30.00,33.69,34.88,30.94,35.13,35.00,33.50
1630650870,6,34,16.19,34.38,34.50,11.13,33.81,28.44,33.63,34.38,11.50,24.56,30.00,33.75,34.94,30.87,35.13,35.13,33.50
1630650927,6,35,16.19,34.50,34.38,11.13,33.88,28.25,33.69,34.31,11.44,24.69,30.00,33.63,34.88,30.87,35.13,35.13,33.50
1630650985,6,36,16.12,34.44,34.44,11.13,33.81,28.19,33.63,34.31,11.44,24.69,30.00,33.63,34.88,30.87,35.06,35.00,33.50
1630651043,6,37,16.12,34.31,34.44,11.13,33.81,28.12,33.50,34.38,11.44,24.62,30.00,33.56,34.94,31.00,35.00,35.00,33.50
1630651101,6,38,16.19,34.00,34.50,11.13,33.81,28.31,33.44,34.44,11.44,24.56,30.00,33.69,34.94,30.69,35.13,34.94,33.50
1630651159,6,39,16.19,34.50,34.44,11.06,33.81,28.25,33.75,34.31,11.44,24.62,30.00,33.69,34.88,30.87,34.94,35.00,33.44
1630651217,6,40,16.19,34.44,34.50,11.06,33.94,28.19,33.81,34.31,11.44,24.56,30.00,33.75,34.81,30.81,34.81,35.06,33.44
1630651274,6,41,16.19,34.69,34.38,11.06,33.88,28.37,33.63,34.31,11.44,24.56,30.00,33.56,34.88,31.06,34.81,35.06,33.38
1630651332,6,42,16.19,34.75,34.44,11.13,33.88,28.25,33.38,34.31,11.38,24.50,30.00,33.50,34.63,31.00,35.00,35.13,33.38
1630651390,6,43,16.19,34.56,34.44,11.13,33.88,28.25,33.38,34.44,11.38,24.50,30.00,33.56,34.56,31.31,35.00,35.19,33.38
1630651448,6,44,16.25,34.38,34.50,11.13,33.88,28.25,33.31,34.38,11.38,24.44,29.50,33.63,34.75,31.37,35.06,35.25,33.38
1630651506,6,45,16.19,34.44,34.44,11.13,33.75,28.31,33.25,34.50,11.38,24.50,29.50,33.31,34.81,31.19,35.06,35.25,33.44
1630651564,6,46,16.31,34.50,34.25,11.13,33.81,28.19,33.25,34.50,11.38,24.50,30.00,33.19,34.81,31.19,35.00,35.25,33.50
1630651621,6,47,16.31,34.38,34.13,11.13,33.75,28.12,33.38,33.38,11.38,24.44,30.00,33.31,34.75,31.19,35.06,35.13,33.38
1630651719,6,48,16.19,34.38,34.06,11.13,33.75,28.12,33.44,33.88,11.38,24.37,30.00,33.38,34.88,31.00,35.13,35.19,33.31
1630651777,6,49,16.19,34.63,34.13,11.13,33.69,28.12,33.50,33.88,11.38,24.44,30.00,33.44,34.88,30.81,35.19,34.88,33.38
1630651835,6,50,16.19,34.69,34.13,11.13,33.69,28.06,33.38,34.00,11.38,24.44,29.50,33.50,34.94,30.81,35.19,35.00,33.31
1630651893,6,51,16.19,34.75,34.19,11.06,33.69,28.06,33.19,33.88,11.38,24.44,29.50,33.56,34.81,31.00,35.25,35.13,33.44
1630651950,6,52,16.19,34.75,34.31,11.06,33.75,28.12,33.06,34.44,11.38,24.31,30.00,33.50,34.81,30.87,35.19,35.25,33.38
1630652008,6,53,16.31,34.56,34.06,11.13,33.75,28.44,33.13,34.44,11.38,24.37,29.50,33.50,34.88,30.94,35.19,35.19,33.38
1630652066,6,54,16.19,34.25,33.81,11.13,33.75,28.19,33.25,34.44,11.31,24.37,29.50,33.63,34.81,30.81,35.25,35.31,33.31
1630652124,6,55,16.31,34.31,33.88,11.13,33.75,28.25,33.44,34.56,11.31,24.56,29.50,33.69,34.81,31.00,35.19,35.31,33.31
1630652182,6,56,16.25,34.63,34.06,11.13,33.81,28.31,33.38,34.44,11.31,24.56,29.50,33.94,34.88,31.00,35.19,35.06,33.38
1630652240,6,57,16.44,34.69,34.06,11.13,33.88,28.37,33.25,34.38,11.31,24.81,29.00,33.81,34.81,30.75,35.13,35.25,33.38
1630652297,6,58,16.31,34.69,33.69,11.13,33.88,28.19,33.31,34.38,11.31,24.69,29.00,33.50,34.81,30.81,35.19,35.25,33.31
1630652355,6,59,16.31,34.75,33.94,11.13,33.88,28.12,33.13,34.50,11.31,24.62,29.00,33.56,34.81,30.69,35.06,35.25,33.38
1630652413,7,0,16.25,34.69,34.13,11.13,33.81,28.06,33.13,34.44,11.31,24.56,29.00,33.63,34.75,30.81,35.06,34.94,33.44
1630652471,7,1,16.25,34.44,34.25,11.13,33.88,28.12,33.13,34.38,11.31,24.50,29.50,33.75,34.75,30.69,35.00,34.94,33.50
1630652529,7,2,16.25,34.50,34.13,11.13,33.88,28.06,33.06,34.31,11.31,24.44,29.50,33.69,34.75,30.81,35.00,35.06,33.38
1630652587,7,3,16.25,34.50,33.88,11.13,33.88,28.19,33.13,34.19,11.31,24.44,29.50,33.94,34.75,30.81,35.00,35.06,33.31
1630652644,7,4,16.25,34.38,34.00,11.13,33.88,28.44,33.13,34.31,11.31,24.44,29.50,33.88,34.75,30.94,35.06,35.25,33.31
1630652702,7,5,16.19,34.13,33.94,11.13,33.88,28.31,33.19,34.38,11.31,24.37,29.50,33.88,34.75,30.94,34.94,35.13,33.25
1630652760,7,6,16.19,34.06,33.75,11.13,33.75,28.37,33.38,34.38,11.31,24.37,29.50,33.75,34.88,30.81,34.94,35.25,33.25
1630652858,7,7,16.19,34.56,33.69,11.06,33.81,28.25,33.19,34.50,11.31,24.37,29.50,33.63,34.88,30.81,35.00,35.31,33.31
1630652916,7,8,16.19,34.63,33.94,11.06,33.81,28.06,33.06,34.50,11.31,24.37,29.50,33.69,34.81,30.87,35.00,35.25,33.31
1630652973,7,9,16.19,34.38,34.06,11.06,33.88,28.06,33.06,34.50,11.25,24.37,29.50,33.56,34.81,30.81,35.00,35.06,33.31
1630653031,7,10,16.12,33.81,34.38,11.06,33.88,28.06,33.25,34.50,11.31,24.37,29.50,33.63,34.63,30.81,34.94,35.06,33.38
1630653089,7,11,16.19,34.25,34.31,11.13,33.81,28.00,33.44,34.50,11.25,24.31,29.50,33.75,34.50,30.62,34.94,35.19,33.31
1630653147,7,12,16.12,33.94,34.13,11.13,33.75,28.00,33.19,34.50,11.25,24.25,29.50,33.81,34.56,30.81,34.88,35.19,33.31
1630653205,7,13,16.12,34.13,34.25,11.13,33.75,27.87,33.25,34.56,11.25,24.31,29.50,33.63,34.69,30.81,35.00,35.31,33.31
1630653263,7,14,16.12,34.31,34.31,11.13,33.75,27.94,33.31,34.50,11.25,24.31,29.50,33.50,34.75,30.69,35.00,35.31,33.25
1630653320,7,15,16.19,34.44,34.13,11.13,33.81,27.87,33.38,34.56,11.25,24.31,29.50,33.44,34.81,30.81,35.00,35.25,33.25
1630653378,7,16,16.06,34.44,34.44,11.13,33.81,27.94,33.38,34.25,11.25,24.31,29.50,33.38,34.69,30.81,35.00,35.31,33.31
1630653436,7,17,16.12,34.38,34.63,11.19,33.75,27.87,33.25,34.38,11.25,24.25,29.50,33.50,34.69,30.87,35.06,35.31,33.25
1630653494,7,18,16.06,34.63,34.50,11.19,33.75,27.81,33.19,34.50,11.25,24.31,29.50,33.69,34.81,31.00,34.94,35.25,33.44
1630653552,7,19,16.06,34.69,34.31,11.19,33.75,27.69,33.31,33.69,11.25,24.25,29.50,33.75,34.75,30.94,34.88,35.13,33.44
1630653609,7,20,16.00,34.81,34.19,11.19,33.81,27.87,33.38,33.44,11.25,24.19,29.50,33.75,34.75,31.06,34.81,35.06,33.31
1630653667,7,21,16.00,34.19,33.75,11.19,33.88,27.94,33.56,33.25,11.25,24.19,29.50,33.56,34.75,31.12,35.00,35.13,33.31
1630653725,7,22,16.00,34.56,33.75,11.19,33.88,27.94,33.38,33.88,11.25,24.31,29.50,33.69,34.69,30.94,34.94,35.31,33.31
1630653783,7,23,16.00,34.44,33.75,11.19,33.88,28.00,33.44,34.38,11.19,24.25,29.50,33.75,34.75,30.87,34.94,35.00,33.31
1630653841,7,24,16.00,34.63,34.19,11.19,33.88,27.94,33.50,34.44,11.25,24.19,29.50,33.69,34.75,30.69,35.00,35.19,33.25
1630653939,7,25,16.00,34.50,34.13,11.19,33.88,28.00,33.44,34.38,11.19,24.31,29.50,33.44,34.81,30.81,34.94,35.19,33.38
1630653996,7,26,16.06,34.69,34.06,11.19,33.94,28.00,33.50,34.44,11.19,24.25,29.50,33.56,34.75,30.69,34.88,35.19,33.38
1630654054,7,27,16.06,34.63,34.31,11.19,33.88,28.19,33.38,34.25,11.19,24.37,29.50,33.56,34.75,30.69,34.88,35.00,33.38
1630654112,7,28,16.06,34.44,34.44,11.19,33.88,28.12,33.31,34.44,11.19,24.37,29.50,33.56,34.69,30.69,34.94,35.00,33.38
1630654170,7,29,16.12,34.13,34.56,11.25,33.81,28.12,33.25,34.44,11.19,24.44,29.50,33.38,34.63,30.81,35.00,35.06,33.31
1630654228,7,30,16.06,34.56,34.50,11.19,33.88,28.19,33.19,34.38,11.19,24.44,29.50,33.56,34.63,30.81,35.00,35.19,33.31
1630654286,7,31,16.12,34.19,34.38,11.19,33.88,28.12,33.38,34.44,11.19,24.44,29.50,33.56,34.63,30.75,34.94,35.19,33.25
1630654343,7,32,16.12,34.25,34.44,11.19,33.81,28.06,33.13,34.50,11.19,24.37,29.50,33.50,34.63,30.94,35.00,35.06,33.25
1630654401,7,33,16.06,34.06,34.31,11.19,33.81,28.19,33.25,34.50,11.19,24.37,29.50,33.50,34.69,30.87,34.94,35.06,33.19
1630654459,7,34,16.12,34.25,34.38,11.19,33.81,28.19,33.19,34.44,11.19,24.44,29.50,33.44,34.63,31.00,34.94,35.13,33.13
1630654517,7,35,16.06,34.56,34.50,11.19,33.75,28.06,33.19,34.38,11.19,24.37,29.50,33.44,34.69,31.06,34.94,35.06,33.13
1630654575,7,36,16.12,34.38,34.44,11.25,33.75,28.00,33.25,34.50,11.13,24.44,29.50,33.69,34.81,31.06,34.88,35.06,33.25
1630654632,7,37,16.06,34.44,34.63,11.25,33.81,28.00,33.06,34.44,11.13,24.37,29.50,33.50,34.88,31.12,34.94,35.00,33.19
1630654690,7,38,16.00,34.13,34.38,11.25,33.81,28.06,33.19,34.50,11.19,24.37,29.50,33.56,34.88,31.19,35.00,35.06,33.06
1630654748,7,39,16.06,34.38,34.38,11.25,33.88,28.06,33.19,34.50,11.19,24.37,29.50,33.56,34.88,31.19,34.94,35.19,33.00
1630654806,7,40,16.00,34.19,34.44,11.25,33.81,28.37,33.25,34.25,11.13,24.25,29.00,33.63,34.88,31.12,34.88,35.13,33.00
1630654864,7,41,16.00,34.00,34.50,11.25,33.81,28.19,33.25,33.44,11.13,24.25,29.00,33.50,34.75,31.19,34.88,35.06,33.06
1630654922,7,42,16.06,34.81,34.56,11.25,33.81,28.00,33.06,33.44,11.13,24.25,29.00,33.38,34.63,31.31,34.94,34.94,33.13
1630655019,7,43,16.06,37.69,34.69,11.25,33.75,27.94,32.94,33.81,11.13,24.25,29.50,33.56,34.63,31.44,34.88,34.81,33.25
1630655077,7,44,16.06,38.25,34.75,11.25,33.75,27.94,33.06,34.38,11.13,24.19,29.50,33.69,34.75,31.19,34.88,35.00,33.38
1630655135,7,45,16.06,39.00,34.63,11.25,33.75,28.12,33.19,34.38,11.13,24.19,29.50,33.50,34.75,31.19,34.75,35.13,33.31
1630655193,7,46,16.06,39.63,34.69,11.25,33.69,28.37,33.06,34.25,11.13,24.19,29.00,33.63,34.69,31.44,34.81,35.19,33.25
1630655251,7,47,16.00,40.38,34.50,11.25,33.75,28.37,33.06,34.31,11.13,24.19,29.50,33.56,34.75,31.25,34.88,35.06,33.25
1630655309,7,48,16.00,39.56,34.44,11.25,33.69,28.37,33.00,34.25,11.13,24.19,29.50,33.63,34.75,31.19,34.88,34.94,33.31
1630655366,7,49,16.00,39.44,34.50,11.25,33.81,28.31,33.25,34.31,11.13,24.19,29.50,33.69,34.75,31.06,34.94,35.00,33.31
1630655424,7,50,16.00,39.63,34.44,11.25,33.75,28.31,33.19,34.44,11.13,24.06,29.00,33.44,34.69,30.94,34.88,35.00,33.31
1630655482,7,51,15.94,39.50,34.50,11.31,33.75,28.31,33.19,34.44,11.13,24.12,29.00,33.31,34.75,31.06,34.88,34.94,33.19
1630655540,7,52,16.00,39.06,34.56,11.31,33.75,28.25,33.19,34.44,11.13,24.12,29.00,33.50,34.88,31.12,34.88,35.00,33.19
1630655598,7,53,16.00,38.06,34.56,11.31,33.75,28.12,33.06,34.50,11.13,24.12,29.50,33.44,34.75,31.12,34.94,34.75,33.19
1630655655,7,54,16.00,36.50,34.63,11.31,33.75,28.12,32.81,34.38,11.13,24.12,29.00,33.38,34.81,31.12,35.00,34.81,33.19
1630655713,7,55,16.06,35.44,34.56,11.31,33.81,28.12,32.94,34.19,11.06,24.12,29.00,33.50,34.75,31.31,35.13,34.94,33.19
1630655771,7,56,16.00,35.56,34.50,11.38,33.75,28.00,32.94,33.69,11.13,24.12,29.00,33.50,34.88,31.44,35.13,34.94,33.13
1630655829,7,57,16.06,35.25,34.50,11.44,33.69,28.06,32.81,34.06,11.13,24.12,29.00,33.44,34.88,31.37,35.06,34.81,33.13
1630655887,7,58,16.12,34.88,34.50,11.44,33.69,28.00,32.75,34.31,11.13,24.12,29.00,33.38,34.88,31.12,35.00,34.56,33.13
1630655945,7,59,16.12,34.81,34.63,11.44,33.75,28.06,32.94,34.50,11.13,24.06,29.00,33.50,34.88,31.31,35.00,34.81,33.19
1630656002,8,0,16.19,34.81,34.38,11.44,33.81,28.19,32.81,34.44,11.06,24.00,29.50,33.44,34.88,31.25,34.88,34.81,33.19
1630656060,8,1,16.12,34.88,34.56,11.44,33.81,28.12,32.81,34.44,11.06,24.00,29.50,33.31,34.81,31.56,34.81,34.88,33.19
1630656158,8,2,16.25,34.81,34.50,11.44,33.81,27.87,33.00,34.44,11.06,24.06,29.50,33.31,34.81,31.44,34.88,35.00,33.25
1630656216,8,3,16.56,34.56,34.44,11.50,33.75,27.87,32.94,34.44,11.06,24.06,29.50,33.25,34.75,31.31,34.88,35.06,33.25
1630656274,8,4,16.50,34.63,34.50,11.50,33.81,27.94,32.81,34.56,11.06,24.00,29.50,33.38,34.75,31.56,34.94,34.94,33.25
1630656332,8,5,16.44,35.00,34.50,11.50,33.75,27.94,32.81,34.63,11.06,24.06,29.50,33.44,34.63,31.62,35.00,35.00,33.25
1630656389,8,6,16.37,35.19,34.56,11.50,33.75,27.81,32.75,34.50,11.06,24.06,29.50,33.56,34.69,31.62,35.00,35.00,33.25
1630656447,8,7,16.31,34.81,34.56,11.50,33.69,27.94,32.81,34.56,11.06,24.12,29.50,33.50,34.69,31.44,34.94,35.13,33.19
1630656505,8,8,16.37,34.81,34.50,11.50,33.69,27.87,32.63,33.94,11.06,24.06,29.50,33.56,34.63,31.56,34.94,35.13,33.25
1630656563,8,9,16.37,34.50,34.25,11.50,33.75,27.94,32.25,33.63,11.06,24.12,29.50,33.50,34.69,31.37,34.94,35.13,33.19
1630656621,8,10,16.44,34.69,34.38,11.50,33.75,27.94,32.63,33.81,11.06,24.12,29.50,33.50,34.63,31.37,34.88,35.13,33.25
1630656678,8,11,16.50,34.63,34.50,11.56,33.75,27.94,32.94,33.75,11.13,24.06,29.50,33.50,34.56,31.19,34.88,35.19,33.25
1630656736,8,12,16.50,34.56,34.50,11.56,33.69,27.81,33.13,33.44,11.13,24.06,29.50,33.25,34.56,31.06,34.94,35.13,33.25
1630656794,8,13,16.44,34.50,34.63,11.56,33.75,27.69,33.06,34.00,11.13,24.12,29.50,33.44,34.50,31.19,34.94,34.94,33.25
1630656852,8,14,16.37,34.38,34.69,11.56,33.63,27.75,33.00,34.50,11.13,24.06,29.50,33.31,34.69,31.50,34.94,35.00,33.25
1630656910,8,15,16.44,34.44,34.69,11.56,33.69,27.81,32.94,34.56,11.13,24.06,29.50,33.38,34.69,31.69,34.94,35.00,33.25
1630656968,8,16,16.50,34.44,34.38,11.63,33.69,27.87,33.19,34.56,11.13,24.06,29.50,33.56,34.63,31.87,35.00,35.00,33.19
1630657025,8,17,16.56,34.13,34.56,11.56,33.69,27.94,33.06,34.38,11.13,24.00,29.50,33.56,34.63,31.75,35.00,35.06,33.19
1630657083,8,18,16.50,34.13,34.56,11.63,33.69,28.06,33.13,34.25,11.19,24.00,29.00,33.56,34.63,31.56,34.88,35.13,33.13
1630657141,8,19,16.56,34.50,34.63,11.69,33.69,28.06,33.19,34.31,11.19,24.00,29.50,33.69,34.63,31.56,34.94,34.94,33.25
1630657239,8,20,16.50,34.31,34.75,11.75,33.75,28.06,33.06,34.50,11.19,23.87,29.50,33.69,34.69,31.44,34.88,35.06,33.19
1630657297,8,21,16.56,34.56,34.69,11.75,33.63,28.00,33.06,34.50,11.19,24.00,29.50,33.88,34.75,31.37,34.88,35.06,33.13
1630657354,8,22,16.56,34.81,34.44,11.75,33.63,28.12,33.13,34.50,11.19,24.19,29.50,34.00,34.75,31.56,34.88,34.94,33.13
1630657412,8,23,16.62,34.94,34.19,11.81,33.63,28.06,33.06,34.31,11.19,24.00,29.50,33.94,34.69,31.62,34.81,34.88,33.06
1630657470,8,24,16.62,35.25,34.38,11.81,33.63,28.06,33.13,34.19,11.19,24.06,29.50,33.81,34.75,31.56,34.88,34.75,33.13
1630657528,8,25,16.69,35.56,34.38,11.81,33.63,28.00,33.06,33.50,11.19,24.00,29.50,33.69,34.81,31.37,34.81,35.00,33.00
1630657586,8,26,16.69,35.50,34.38,11.81,33.75,28.00,33.00,33.50,11.25,24.06,29.50,33.63,34.81,31.37,34.88,35.06,33.00
1630657644,8,27,16.75,35.75,34.06,11.81,33.75,28.00,33.06,33.13,11.25,24.06,29.50,33.56,34.81,31.25,34.88,35.13,33.00
1630657701,8,28,16.69,36.19,34.25,11.81,33.69,28.00,33.13,33.63,11.25,24.12,29.50,33.63,34.63,31.44,34.88,35.13,33.06
1630657759,8,29,16.75,36.25,34.38,11.88,33.69,28.00,33.25,34.00,11.25,24.12,29.50,33.56,34.56,31.44,34.81,35.06,33.06
1630657817,8,30,16.75,36.19,34.44,11.88,33.50,28.00,33.38,34.25,11.25,24.12,29.50,33.50,34.56,31.25,34.81,35.06,33.06
1630657875,8,31,16.69,36.00,34.50,11.88,33.69,28.00,33.06,34.31,11.31,24.19,29.50,33.69,34.56,31.19,34.81,35.06,33.00
1630657933,8,32,16.75,35.94,34.56,11.94,33.69,28.00,33.06,34.31,11.31,24.12,29.50,33.38,34.56,31.31,34.88,35.06,33.13
1630657991,8,33,16.69,35.50,34.50,11.94,33.56,28.00,33.06,34.31,11.31,24.12,29.50,33.25,34.69,31.31,34.88,35.06,33.00
1630658048,8,34,16.69,35.81,34.56,11.94,33.63,28.00,32.81,34.31,11.31,24.12,29.50,33.25,34.63,31.19,34.88,35.00,33.13
1630658106,8,35,16.62,35.75,34.50,11.94,33.63,28.00,33.19,34.25,11.31,24.19,29.50,33.50,34.56,31.44,34.88,35.00,33.19
1630658164,8,36,16.69,35.69,34.63,12.00,33.63,28.25,33.19,34.13,11.31,24.12,29.50,33.50,34.50,31.37,34.94,34.88,33.13
1630658222,8,37,16.69,35.38,34.50,12.06,33.63,28.12,33.00,34.19,11.31,24.00,29.50,33.44,34.50,31.31,34.88,34.94,33.06
1630658280,8,38,16.75,34.88,34.31,12.06,33.63,28.00,33.13,34.38,11.38,24.06,29.00,33.38,34.38,31.31,34.81,34.81,33.19
1630658377,8,39,16.69,34.69,34.50,12.06,33.69,28.00,33.38,34.44,11.38,24.00,29.50,33.38,34.50,31.37,34.88,35.00,33.06
1630658435,8,40,16.62,34.50,34.44,12.13,33.69,28.00,33.50,34.44,11.38,23.87,29.00,33.31,34.50,31.37,34.88,35.13,33.13
1630658493,8,41,16.62,34.31,34.50,12.13,33.75,28.00,33.31,34.31,11.38,23.87,29.00,33.44,34.56,31.37,34.88,35.00,33.06
1630658551,8,42,16.62,34.50,34.44,12.19,33.75,28.06,33.19,34.44,11.38,23.81,29.00,33.31,34.56,31.12,34.88,35.00,33.06
1630658609,8,43,16.62,34.56,34.50,12.19,33.81,28.06,33.06,34.31,11.38,23.75,29.00,33.38,34.63,31.19,34.81,34.81,32.94
1630658667,8,44,16.62,34.56,34.56,12.13,33.69,28.06,33.00,34.19,11.38,23.81,29.00,33.38,34.63,31.31,34.88,34.63,33.06
1630658724,8,45,16.56,34.69,34.25,12.13,33.63,28.00,33.00,34.19,11.38,23.81,29.00,33.25,34.56,31.44,34.81,34.69,33.19
1630658782,8,46,16.56,34.81,34.25,12.19,33.69,27.87,33.25,34.25,11.44,23.81,29.00,33.19,34.56,31.44,34.81,34.94,33.25
1630658840,8,47,16.56,34.56,34.13,12.25,33.75,27.87,33.31,34.31,11.44,23.81,29.50,33.38,34.69,31.25,34.75,34.88,33.19
1630658898,8,48,16.62,34.56,34.38,12.25,33.81,27.87,33.19,34.38,11.44,23.75,29.50,33.44,34.63,31.25,34.81,34.88,33.13
1630658956,8,49,16.62,33.88,34.25,12.25,33.75,28.00,33.13,34.38,11.44,23.81,29.50,33.56,34.69,31.50,34.81,34.94,33.06
1630659014,8,50,16.62,33.75,34.06,12.31,33.81,28.06,33.00,34.44,11.44,23.81,29.50,33.38,34.75,31.37,34.88,35.00,33.06
1630659071,8,51,16.62,34.38,34.00,12.25,33.81,28.06,33.25,34.50,11.44,23.81,29.00,33.31,34.63,31.62,34.81,35.00,33.06
1630659129,8,52,16.62,34.38,33.94,12.25,33.81,28.00,33.44,34.44,11.44,23.81,29.50,33.38,34.63,31.56,34.94,35.00,33.13
1630659187,8,53,16.62,34.56,33.69,12.25,33.88,27.81,33.38,34.38,11.50,23.81,29.50,33.50,34.63,31.69,34.94,35.06,33.19
1630659245,8,54,16.56,34.69,33.75,12.31,33.81,27.87,33.38,34.31,11.50,23.87,29.00,33.50,34.63,31.75,34.88,35.00,33.06
1630659303,8,55,16.56,34.75,33.75,12.25,33.81,27.81,33.31,34.44,11.50,23.81,29.50,33.56,34.63,31.44,34.81,35.06,33.06
